0,0,0,0,0.00567159990992066,-0.00161955449452667,0.000285153083765665,-2.98805769258849e-05
0,0,0,0,4.85503372888188e-05,0.00153490761473282,-0.000551093509220813,5.77478881669435e-05
0,0,0,0,-0.128815422281908,0.0977343849538952,-0.0280227154748941,0.00293643884384636
0.1,0.141214269712988,0.0640688660602294,0.0053023408344653,-0.00282523946131937,0.00010503123361133,2.88096351026182e-05,-3.01900928728501e-06
0.045,0.0712689226824971,0.0361673194006599,0.0035682001228791,-0.00267122803994611,0.000287502234711926,-5.56744219903767e-05,5.83408959525986e-06
-0.5,-0.369941333095118,0.0232129745001339,0.0549919134352283,-0.030888999180667,0.0116004634115838,-0.0028308691322122,0.00029664056248945
0.8,0.411293682348221,0.0284142407438334,-0.0113105929135512,-0.000459740414408715,0.000256439924573384,2.94326854521887e-06,-3.09516085208458e-07
0.4,0.187721012807786,-0.00866664840981576,-0.0141336863496423,-0.00135678569625736,0.000509835998167248,-5.65071022731752e-06,5.93007740731501e-07
-1,-0.0475657451294726,0.0424851708269306,-0.0115707164542308,-0.000268994706934994,0.000994999192476222,-0.000285975848081122,2.99667811300458e-05
1.8,0.370345614955306,-0.0325132006291716,-0.000498821379467552,0.00273096659469672,-0.00107186764657294,6.23047208571554e-07,-7.61511615318504e-08
0.6,-0.0904645375215025,-0.0886605319474327,0.00133402617373211,0.00454407132869452,-0.000518526326224676,-8.32678893391867e-07,9.5987605826408e-08
-1,0.0100652875420708,-0.00478265657468972,-0.0011098089149435,0.000701627259972584,-5.18041357439315e-06,-2.88893488881906e-05,3.02724884208647e-06
2.5,0.1790599636079,-0.0897147605888413,-0.0359372863679548,-0.0101022903692597,0.0027448114644722,3.28720146992415e-06,-4.51995337414496e-07
0,-0.328000859516883,0.00605259375192621,0.0149712378218987,-0.00171440958547839,3.26509118496094e-05,-2.67607279771314e-06,3.66867597321166e-07
-1,-0.003883637074613,0.00144364534440187,0.000855383569720659,-0.000468664676398455,6.46399548610776e-05,-2.91764079808483e-06,3.0570729054403e-07
1.8,-0.974886318316856,-0.317275523392341,0.0255658476854041,0.0230135671743922,-0.00318799133442581,3.224897221057e-05,-4.44380276008889e-06
-0.6,-0.130416765180512,0.058390845791146,7.97302406191908e-05,-0.00146707347361926,0.000346080313986857,-2.59280447836055e-05,3.5726878813567e-06
-1,0.00164962596169976,-0.000599632836246752,-0.00037221305445771,0.00019511339004223,-2.25046264946824e-05,-2.87059093432542e-07,2.98240634427064e-08
-1.5,-1.3028596597258,0.23005798251797,0.0666237726675961,-0.0134902837749738,-0.000157348554714385,0.000319202519042539,-4.39860320391862e-05
-0.6,0.119916252209399,0.0491756061580884,0.00291012748858604,0.00127730714384981,-0.000261697565125655,-0.000256604374427642,3.53600111402242e-05
-1,-0.000701959044116098,0.000259523726941126,0.00015987508536872,-8.58290733697015e-05,1.03203129335941e-05,4.70498647799963e-08,-7.46665616529977e-09
-2.8,0.274276826354652,0.307077387474903,-0.0347704000392011,0.00196386421138966,-0.00773187988302196,0.00315977621628604,-0.000435416517345021
0,0.35817082941643,0.00951970757177103,-0.0297868704272403,-0.0158044202887449,0.00937589815796913,-0.00254011569795974,0.000350027423320592
-1,0.000284898072702941,-0.000118018727083598,-6.52960479936621e-05,4.10466189923903e-05,-7.03273766971744e-06,7.5755774126651e-07,-1.04490625088319e-07
-1,0.900524369171343,-0.0998287321006285,-0.0932712831985118,0.080852566928189,-0.0751000095082319,0.0312785596433371,-0.00431017914137231
0.4,-0.174744123092878,-0.133847782101139,0.0627086849265559,-0.0412986257057508,0.0566355936242407,-0.0251445526046429,0.0034649142220087
-1,-8.46909081952149e-05,6.05003326058032e-05,1.1779183153854e-05,-2.13991597930452e-06,-1.5069997043371e-05,7.5285275476511e-06,-1.03743959471714e-06
